eagle,,tng,
X,Y,X,Y
11.516402423304976,0.16272989644049574,11.517981438515081,0.5622771772961352
11.565792300421071,0.1702563522154943,11.56647331786543,0.5679757795257772
11.615182177537166,0.17961066153584948,11.614965197215778,0.5657178427932774
11.664572054653261,0.1849867013751343,11.663457076566125,0.5631373436704208
11.713961931769356,0.19186803236941907,11.711948955916473,0.5584064286118502
11.763351808885451,0.19756663459906054,11.76044083526682,0.5538905551468511
11.812741686001548,0.19917944655084607,11.80893271461717,0.5538905551468511
11.862131563117643,0.2024050704544167,11.857424593967517,0.5504498896497088
11.911521440233738,0.20595325674834486,11.905916473317866,0.5423858298907818
11.960911317349833,0.21132929658762922,11.952204176334106,0.5268060664365346
12.010301194465928,0.21885575236262822,11.989675174013922,0.5008367219900243
12.059691071582023,0.22412427140512703,12.018329466357308,0.47445060645502046
12.109080948698118,0.22842510327655496,12.044779582366589,0.4474449663290141
12.158470825814213,0.23283345594476845,12.07122969837587,0.4200450832814595
12.207860702930308,0.2372418086129815,12.09767981438515,0.394419293380869
12.257250580046405,0.24251032765548075,12.126334106728539,0.3693848678625997
12.3066404571625,0.2493916586497651,12.15939675174014,0.34247778846697985
12.356030334278595,0.25627298964404943,12.196867749419955,0.31734480221832406
12.40542021139469,0.26326184143511977,12.240951276102088,0.2936902269254711
12.454810088510785,0.2722935883651183,12.289443155452435,0.2743364835040465
12.50419996562688,0.28541112557297277,12.337935034802783,0.26175655028012024
12.553589842742976,0.300786599513327,12.386426914153132,0.255090260879407
12.602979719859071,0.31734480221832406,12.434918793503481,0.25358496972440703
12.652369596975166,0.3346556505008209,12.483410672853829,0.25638051044083543
12.701759474091261,0.3536868315318884,12.531902552204176,0.2620791126704769
12.751149351207356,0.37519099088902763,12.580394431554524,0.26874540207119013
12.800539228323451,0.39852300379152306,12.628886310904871,0.2770245034236889
12.849929105439546,0.4225001414747327,12.67737819025522,0.2867013751344012
12.899318982555641,0.44744496632901365,12.725870069605568,0.29723841321939926
12.948708859671736,0.4734649991511519,12.774361948955917,0.30917322166261085
12.998098736787831,0.49851734480221843,12.822853828306265,0.3223982796672513
13.047488613903928,0.5243223360307852,12.871345707656612,0.336268462452606
13.096878491020023,0.5502348480561374,12.91983758700696,0.35153641559617466
13.146268368136118,0.5747495897232757,12.968329466357307,0.36777205591081463
13.195658245252213,0.5996944145775567,13.016821345707656,0.3847603418029544
13.245048122368308,0.6231339482768381,13.065313225058004,0.40239375247580833
13.294437999484403,0.6461433987889766,13.113805104408353,0.42088732952294716
13.3438278766005,0.6690453285043294,13.1622969837587,0.4393809065700869
13.393217753716595,0.6914096542357537,13.210788863109048,0.45851960839794037
13.44260763083269,0.713558938373607,13.259280742459396,0.4774432686322223
13.491997507948785,0.7353856601211028,13.307772621809743,0.4961518872729336
13.54138738506488,0.7565672570878843,13.356264501160092,0.5150755475072155
13.590777262180975,0.7778563748514518,13.404756380510442,0.5331390413672121
13.64016713929707,0.7987154094278766,13.45324825986079,0.5508799728368516
13.689557016413165,0.81935940241073,13.501740139211137,0.5685133835097054
13.73894689352926,0.8397883538000119,13.550232018561484,0.5858242317922022
13.788336770645357,0.8605398675796507,13.598723897911832,0.6028125176843417
13.837726647761452,0.8810763397657184,13.647215777262181,0.6201233659668388
13.880381541634442,0.8979167845622777,13.695707656612528,0.6374342142493357
,,13.744199535962878,0.6548525833286178
,,13.792691415313225,0.6721634316111147
,,13.841183294663573,0.6894742798936115
,,13.88967517401392,0.7068926489728937
,,13.938167053364268,0.7242034972553908
,,13.986658932714617,0.7415143455378876
,,14.02412993039443,0.7539688378322305
